Feature,Perturbation_%,Sample_Index,Original_Feature_Value,Perturbed_Feature_Value,Baseline_Prediction,Perturbed_Prediction,Actual_Value,Impact_on_Prediction_%,Baseline_Error_%,Perturbed_Error_%,Error_Change_%
Reinforcement_Diameter_mm,-10.0,17,20.0,18.0,0.321926346274652,0.28218976432296944,0.3500009999999999,-12.34337680389204,8.021306717794493,19.374583408913253,11.35327669111876
Reinforcement_Diameter_mm,-10.0,18,16.0,14.4,0.09083998274249505,0.09556435588629167,0.085001,5.200764026110443,6.869310646339525,12.427331309386567,5.558020663047042
Reinforcement_Diameter_mm,-10.0,19,14.0,12.6,0.2710360597582249,0.27182405229169526,0.200001,0.29073346704245173,35.51735229235099,35.91134658911468,0.3939942967636867
Reinforcement_Diameter_mm,-10.0,20,20.0,18.0,0.11182121349170218,0.093075953137072,0.191001,-16.763599472135223,41.4551685636713,51.26938961729416,9.814221053622859
Reinforcement_Diameter_mm,-10.0,21,14.0,12.6,0.3052649179485576,0.3107225811693291,0.256001,1.7878448848456356,19.243642778175715,21.375534146088935,2.1318913679132194
Reinforcement_Diameter_mm,-10.0,22,20.0,18.0,0.11182121349170218,0.093075953137072,0.139001,-16.763599472135223,19.553662569548298,33.03936436639162,13.485701796843319
Reinforcement_Diameter_mm,-10.0,23,16.0,14.4,0.20017119692634183,0.20056513233373027,0.216001,0.19679924656362982,7.328578605496348,7.146201946412158,-0.18237665908419043
Reinforcement_Diameter_mm,-10.0,24,20.0,18.0,0.3891749205539696,0.35619864269842455,0.4750009999999999,-8.473382048515642,18.068610265247923,25.010969935131794,6.942359669883871
Reinforcement_Diameter_mm,-10.0,25,16.0,14.4,0.07067466925325813,0.06684917659299781,0.094001,-5.412820039598504,24.81498148609256,28.884611234989187,4.069629748896627
Reinforcement_Diameter_mm,-10.0,26,20.0,18.0,0.321926346274652,0.28218976432296944,0.235001,-12.34337680389204,36.98935165154702,20.08023979598787,-16.90911185555915
Reinforcement_Diameter_mm,-10.0,27,16.0,14.4,0.0878354815924024,0.09073610213545091,0.111001,3.3023335108569767,20.869648388390736,18.25650026986161,-2.613148118529125
Reinforcement_Diameter_mm,-10.0,28,16.0,14.4,0.08854839416904203,0.09556970157979011,0.065001,7.929344712162881,36.22620293386568,47.02804815278243,10.801845218916753
Reinforcement_Diameter_mm,-10.0,29,20.0,18.0,0.303142062555608,0.2603607847021748,0.242001,-14.11261686773853,25.264797482493044,7.586656543640224,-17.67814093885282
Reinforcement_Diameter_mm,-10.0,30,16.0,14.4,0.20017119692634183,0.20056513233373027,0.247001,0.19679924656362982,18.95935768424345,18.799870310755715,-0.15948737348773534
Reinforcement_Diameter_mm,-10.0,31,16.0,14.4,0.08854839416904203,0.09556970157979011,0.075001,7.929344712162881,18.062951386037565,27.42456977878977,9.361618392752206
Reinforcement_Diameter_mm,-10.0,32,16.0,14.4,0.217276126113634,0.21562133697033278,0.243001,-0.7616065201916283,10.586324289351069,11.267304673506368,0.6809803841552995
Reinforcement_Diameter_mm,-10.0,33,20.0,18.0,0.2790020036464555,0.24858893817582906,0.313001,-10.900662028637305,10.862264450766764,20.578867742969166,9.716603292202402
Reinforcement_Diameter_mm,-10.0,34,20.0,18.0,0.37232587549993273,0.3263925814063105,0.3460009999999999,-12.336852503723055,7.608323530837439,5.667156624891083,-1.941166905946356
Reinforcement_Diameter_mm,-5.0,0,14.0,13.299999999999999,0.5435466844844884,0.5371890239320102,0.4820009999999999,-1.1696622818163194,12.768787717139283,11.449773741550388,-1.319013975588895
Reinforcement_Diameter_mm,-5.0,1,14.0,13.299999999999999,0.2431976931074724,0.24314499620785146,0.228001,-0.02166833860453789,6.665187041930694,6.642074468029286,-0.023112573901408417
Reinforcement_Diameter_mm,-5.0,2,20.0,19.0,0.34481258947472704,0.33125296556628364,0.225001,-3.9324619582769746,53.24935865828464,47.22288592774416,-6.026472730540483
Reinforcement_Diameter_mm,-5.0,3,20.0,19.0,0.11182121349170218,0.0933814752831131,0.124001,-16.490375692406012,9.822329262100965,24.692965957441395,14.87063669534043
Reinforcement_Diameter_mm,-5.0,4,20.0,19.0,0.11182121349170218,0.0933814752831131,0.043001,-16.490375692406012,160.04328618334966,117.16117132883677,-42.88211485451289
Reinforcement_Diameter_mm,-5.0,5,20.0,19.0,0.11182121349170218,0.0933814752831131,0.047001,-16.490375692406012,137.91241354801426,98.67976273507605,-39.2326508129382
Reinforcement_Diameter_mm,-5.0,6,16.0,15.2,0.15796835139928075,0.16181698954605978,0.129001,2.4363349447454854,22.45513709140297,25.438554387996813,2.983417296593842
Reinforcement_Diameter_mm,-5.0,7,16.0,15.2,0.08911383572510151,0.11042053559843056,0.064001,23.909530658130333,39.238192723709794,72.5293911008118,33.291198377102
Reinforcement_Diameter_mm,-5.0,8,20.0,19.0,0.11182121349170218,0.0933814752831131,0.230001,-16.490375692406012,51.382292471901344,59.39953509631999,8.017242624418643
Reinforcement_Diameter_mm,-5.0,9,20.0,19.0,0.380202359391613,0.3563119515193583,0.4750009999999999,-6.283603266030053,19.95756653320454,24.987115496734035,5.029548963529493
Reinforcement_Diameter_mm,-5.0,10,20.0,19.0,0.321926346274652,0.2932080216043988,0.4300009999999999,-8.920774892326493,25.133581951053124,31.812246575147768,6.678664624094644
Reinforcement_Diameter_mm,-5.0,11,20.0,19.0,0.31947808965114904,0.2827262944154174,0.3480009999999999,-11.503698195974064,8.196215053649517,18.757045406358746,10.560830352709228
Reinforcement_Diameter_mm,-5.0,12,16.0,15.2,0.26356669606396976,0.26586365975988363,0.254001,0.8714923889156222,3.7660072456288702,4.670320101056159,0.904312855427289
Reinforcement_Diameter_mm,-5.0,13,20.0,19.0,0.3134904289744377,0.28847327304901904,0.3080009999999999,-7.980197675335908,1.782276347946199,6.340150503076574,4.557874155130374
Reinforcement_Diameter_mm,-5.0,14,16.0,15.2,0.055136223558347255,0.07156635003086322,0.052001,29.799150925033835,6.029160128357641,37.624949579552734,31.595789451195092
Reinforcement_Diameter_mm,-5.0,15,16.0,15.2,0.13555278738176288,0.13261539208308443,0.137001,-2.16697520974301,1.0570817864374218,3.2011502959216247,2.144068509484203
Reinforcement_Diameter_mm,-5.0,16,20.0,19.0,0.380202359391613,0.3563119515193583,0.3600009999999999,-6.283603266030053,5.611473132467163,1.024732842586996,-4.586740289880167
Reinforcement_Diameter_mm,-5.0,17,20.0,19.0,0.321926346274652,0.2932080216043988,0.3500009999999999,-8.920774892326493,8.021306717794493,16.226518894403476,8.205212176608983
Reinforcement_Diameter_mm,-5.0,18,16.0,15.2,0.09083998274249505,0.0955900148371048,0.085001,5.229010344568991,6.869310646339525,12.457517955206185,5.588207308866661
Reinforcement_Diameter_mm,-5.0,19,14.0,13.299999999999999,0.2710360597582249,0.27289975383159926,0.200001,0.6876184943940019,35.51735229235099,36.44919466982628,0.9318423774752844
Reinforcement_Diameter_mm,-5.0,20,20.0,19.0,0.11182121349170218,0.0933814752831131,0.191001,-16.490375692406012,41.4551685636713,51.109431216007714,9.654262652336413
Reinforcement_Diameter_mm,-5.0,21,14.0,13.299999999999999,0.3052649179485576,0.3122084316638889,0.256001,2.2745862059725477,19.243642778175715,21.955942228307283,2.7122994501315674
Reinforcement_Diameter_mm,-5.0,22,20.0,19.0,0.11182121349170218,0.0933814752831131,0.139001,-16.490375692406012,19.553662569548298,32.81956584261042,13.265903273062126
Reinforcement_Diameter_mm,-5.0,23,16.0,15.2,0.20017119692634183,0.20150273330036203,0.216001,0.6651987870713343,7.328578605496348,6.712129434418344,-0.6164491710780045
Reinforcement_Diameter_mm,-5.0,24,20.0,19.0,0.3891749205539696,0.36769863938391506,0.4750009999999999,-5.518413452615146,18.068610265247923,22.589923098285027,4.521312833037104
Reinforcement_Diameter_mm,-5.0,25,16.0,15.2,0.07067466925325813,0.06930613022915741,0.094001,-1.9363925414304408,24.81498148609256,26.27085857686896,1.4558770907764007
Reinforcement_Diameter_mm,-5.0,26,20.0,19.0,0.321926346274652,0.2932080216043988,0.235001,-8.920774892326493,36.98935165154702,24.768839964254965,-12.220511687292053
Reinforcement_Diameter_mm,-5.0,27,16.0,15.2,0.0878354815924024,0.09244610300274937,0.111001,5.249155952422972,20.869648388390736,16.715972826596726,-4.15367556179401
Reinforcement_Diameter_mm,-5.0,28,16.0,15.2,0.08854839416904203,0.09536695557802488,0.065001,7.700378389658848,36.22620293386568,46.71613602563788,10.489933091772201
Reinforcement_Diameter_mm,-5.0,29,20.0,19.0,0.303142062555608,0.26798374395462077,0.242001,-11.597967733210178,25.264797482493044,10.73662668940243,-14.528170793090615
Reinforcement_Diameter_mm,-5.0,30,16.0,15.2,0.20017119692634183,0.20150273330036203,0.247001,0.6651987870713343,18.95935768424345,18.42027631452422,-0.5390813697192307
Reinforcement_Diameter_mm,-5.0,31,16.0,15.2,0.08854839416904203,0.09536695557802488,0.075001,7.700378389658848,18.062951386037565,27.15424538076143,9.091293994723866
Reinforcement_Diameter_mm,-5.0,32,16.0,15.2,0.217276126113634,0.21658665967483035,0.243001,-0.3173226857160889,10.586324289351069,10.870054166513574,0.2837298771625054
Reinforcement_Diameter_mm,-5.0,33,20.0,19.0,0.2790020036464555,0.25386956945939354,0.313001,-9.007976236224154,10.862264450766764,18.891770486550023,8.029506035783259
Reinforcement_Diameter_mm,-5.0,34,20.0,19.0,0.37232587549993273,0.3313794553037095,0.3460009999999999,-10.99746831757081,7.608323530837439,4.225867756535503,-3.3824557743019366
Reinforcement_Diameter_mm,5.0,0,14.0,14.700000000000001,0.5435466844844884,0.5233891007116729,0.4820009999999999,-3.7085285124926126,12.768787717139283,8.586725071456904,-4.182062645682379
Reinforcement_Diameter_mm,5.0,1,14.0,14.700000000000001,0.2431976931074724,0.24084062105573498,0.228001,-0.9692000041693705,6.665187041930694,5.631388044673035,-1.0337989972576587
Reinforcement_Diameter_mm,5.0,2,20.0,21.0,0.34481258947472704,0.33749591427844494,0.225001,-2.1219280906848588,53.24935865828464,49.99751746812011,-3.2518411901645337
Reinforcement_Diameter_mm,5.0,3,20.0,21.0,0.11182121349170218,0.09330063053764012,0.124001,-16.56267391109684,9.822329262100965,24.75816280704178,14.935833544940817
Reinforcement_Diameter_mm,5.0,4,20.0,21.0,0.11182121349170218,0.09330063053764012,0.043001,-16.56267391109684,160.04328618334966,116.97316466510111,-43.070121518248556
Reinforcement_Diameter_mm,5.0,5,20.0,21.0,0.11182121349170218,0.09330063053764012,0.047001,-16.56267391109684,137.91241354801426,98.50775629803647,-39.40465724997779
Reinforcement_Diameter_mm,5.0,6,16.0,16.8,0.15796835139928075,0.15265607761041886,0.129001,-3.3628722094051593,22.45513709140297,18.337127317167194,-4.118009774235777
Reinforcement_Diameter_mm,5.0,7,16.0,16.8,0.08911383572510151,0.09266222335967263,0.064001,3.981859388835185,39.238192723709794,44.782461773523266,5.544269049813472
Reinforcement_Diameter_mm,5.0,8,20.0,21.0,0.11182121349170218,0.09330063053764012,0.230001,-16.56267391109684,51.382292471901344,59.43468483283111,8.052392360929765
Reinforcement_Diameter_mm,5.0,9,20.0,21.0,0.380202359391613,0.3735239817767866,0.4750009999999999,-1.7565323964619628,19.95756653320454,21.363537807965315,1.4059712747607733
Reinforcement_Diameter_mm,5.0,10,20.0,21.0,0.321926346274652,0.3268391954885373,0.4300009999999999,1.5260786421294918,25.133581951053124,23.991061535080764,-1.1425204159723599
Reinforcement_Diameter_mm,5.0,11,20.0,21.0,0.31947808965114904,0.3283950573842635,0.3480009999999999,2.7911046240608397,8.196215053649517,5.633875366949061,-2.562339686700456
Reinforcement_Diameter_mm,5.0,12,16.0,16.8,0.26356669606396976,0.2423505503844115,0.254001,-8.04963069932361,3.7660072456288702,4.586773129077632,0.8207658834487619
Reinforcement_Diameter_mm,5.0,13,20.0,21.0,0.3134904289744377,0.29700259295771697,0.3080009999999999,-5.2594384047575335,1.782276347946199,3.5708997835341267,1.7886234355879278
Reinforcement_Diameter_mm,5.0,14,16.0,16.8,0.055136223558347255,0.05932545893455614,0.052001,7.597972994606121,6.029160128357641,14.085227081317935,8.056066952960293
Reinforcement_Diameter_mm,5.0,15,16.0,16.8,0.13555278738176288,0.14685749714037677,0.137001,8.339710290704662,1.0570817864374218,7.1944709457425535,6.1373891593051315
Reinforcement_Diameter_mm,5.0,16,20.0,21.0,0.380202359391613,0.3735239817767866,0.3600009999999999,-1.7565323964619628,5.611473132467163,3.756373392514655,-1.8550997399525078
Reinforcement_Diameter_mm,5.0,17,20.0,21.0,0.321926346274652,0.3268391954885373,0.3500009999999999,1.5260786421294918,8.021306717794493,6.617639524304962,-1.4036671934895315
Reinforcement_Diameter_mm,5.0,18,16.0,16.8,0.09083998274249505,0.10044135970929619,0.085001,10.569549527566783,6.869310646339525,18.164915364873583,11.295604718534058
Reinforcement_Diameter_mm,5.0,19,14.0,14.700000000000001,0.2710360597582249,0.2715946653366508,0.200001,0.20610009565670018,35.51735229235099,35.79665368505695,0.27930139270596044
Reinforcement_Diameter_mm,5.0,20,20.0,21.0,0.11182121349170218,0.09330063053764012,0.191001,-16.56267391109684,41.4551685636713,51.151758086271734,9.696589522600433
Reinforcement_Diameter_mm,5.0,21,14.0,14.700000000000001,0.3052649179485576,0.3010424826659098,0.256001,-1.3832035829807723,19.243642778175715,17.5942604387912,-1.6493823393845162
Reinforcement_Diameter_mm,5.0,22,20.0,21.0,0.11182121349170218,0.09330063053764012,0.139001,-16.56267391109684,19.553662569548298,32.87772711157466,13.32406454202636
Reinforcement_Diameter_mm,5.0,23,16.0,16.8,0.20017119692634183,0.18999972730992556,0.216001,-5.081385220551548,7.328578605496348,12.037570515911701,4.708991910415353
Reinforcement_Diameter_mm,5.0,24,20.0,21.0,0.3891749205539696,0.3840092937792746,0.4750009999999999,-1.3273277649397388,18.068610265247923,19.156108349398274,1.0874980841503508
Reinforcement_Diameter_mm,5.0,25,16.0,16.8,0.07067466925325813,0.07699739967486864,0.094001,8.946246920453794,24.81498148609256,18.0887440826495,-6.726237403443058
Reinforcement_Diameter_mm,5.0,26,20.0,21.0,0.321926346274652,0.3268391954885373,0.235001,1.5260786421294918,36.98935165154702,39.07991688909294,2.090565237545924
Reinforcement_Diameter_mm,5.0,27,16.0,16.8,0.0878354815924024,0.09668299542546205,0.111001,10.072824412936269,20.869648388390736,12.898987013214253,-7.970661375176483
Reinforcement_Diameter_mm,5.0,28,16.0,16.8,0.08854839416904203,0.09857341924282377,0.065001,11.321521037008992,36.22620293386568,51.64908115694185,15.422878223076168
Reinforcement_Diameter_mm,5.0,29,20.0,21.0,0.303142062555608,0.30221814098861144,0.242001,-0.30478171165279055,25.264797482493044,24.883013288627502,-0.38178419386554197
Reinforcement_Diameter_mm,5.0,30,16.0,16.8,0.20017119692634183,0.18999972730992556,0.247001,-5.081385220551548,18.95935768424345,23.077344905516348,4.117987221272898
Reinforcement_Diameter_mm,5.0,31,16.0,16.8,0.08854839416904203,0.09857341924282377,0.075001,11.321521037008992,18.062951386037565,31.429473264121512,13.366521878083947
Reinforcement_Diameter_mm,5.0,32,16.0,16.8,0.217276126113634,0.199963673438569,0.243001,-7.967949808719762,10.586324289351069,17.710761092107028,7.124436802755959
Reinforcement_Diameter_mm,5.0,33,20.0,21.0,0.2790020036464555,0.27365997405612114,0.313001,-1.9146921959398013,10.862264450766764,12.56897771696539,1.7067132661986264
Reinforcement_Diameter_mm,5.0,34,20.0,21.0,0.37232587549993273,0.37644908061476523,0.3460009999999999,1.1074183628242729,7.608323530837439,8.799997865545286,1.1916743347078471
Reinforcement_Diameter_mm,10.0,0,14.0,15.400000000000002,0.5435466844844884,0.5119464297747204,0.4820009999999999,-5.813714923077563,12.768787717139283,6.212731877054297,-6.556055840084985
Reinforcement_Diameter_mm,10.0,1,14.0,15.400000000000002,0.2431976931074724,0.24198347592805652,0.228001,-0.49927166820587776,6.665187041930694,6.132637983191527,-0.5325490587391668
Reinforcement_Diameter_mm,10.0,2,20.0,22.0,0.34481258947472704,0.341640809783126,0.225001,-0.9198561155881215,53.24935865828464,51.83968506056683,-1.4096735977178128
Reinforcement_Diameter_mm,10.0,3,20.0,22.0,0.11182121349170218,0.09378164825245475,0.124001,-16.132507129862333,9.822329262100965,24.370248423436305,14.54791916133534
Reinforcement_Diameter_mm,10.0,4,20.0,22.0,0.11182121349170218,0.09378164825245475,0.043001,-16.132507129862333,160.04328618334966,118.09178449909248,-41.95150168425718
Reinforcement_Diameter_mm,10.0,5,20.0,22.0,0.11182121349170218,0.09378164825245475,0.047001,-16.132507129862333,137.91241354801426,99.5311764695533,-38.381237078460956
Reinforcement_Diameter_mm,10.0,6,16.0,17.6,0.15796835139928075,0.15137995599979065,0.129001,-4.170705930099428,22.45513709140297,17.347893427020445,-5.107243664382526
Reinforcement_Diameter_mm,10.0,7,16.0,17.6,0.08911383572510151,0.08662248766372861,0.064001,-2.7956916466464437,39.238192723709794,35.345522200791564,-3.8926705229182303
Reinforcement_Diameter_mm,10.0,8,20.0,22.0,0.11182121349170218,0.09378164825245475,0.230001,-16.132507129862333,51.382292471901344,59.225547605247485,7.84325513334614
Reinforcement_Diameter_mm,10.0,9,20.0,22.0,0.380202359391613,0.37085118420043617,0.4750009999999999,-2.459525818340601,19.95756653320454,21.926230849948475,1.9686643167439328
Reinforcement_Diameter_mm,10.0,10,20.0,22.0,0.321926346274652,0.3300549390077972,0.4300009999999999,2.524985241875879,25.133581951053124,23.243215944196113,-1.8903660068570112
Reinforcement_Diameter_mm,10.0,11,20.0,22.0,0.31947808965114904,0.3379565284552869,0.3480009999999999,5.783945567070093,8.196215053649517,2.8863341038425174,-5.309880949807
Reinforcement_Diameter_mm,10.0,12,16.0,17.6,0.26356669606396976,0.24397945490020337,0.254001,-7.431607049098651,3.7660072456288702,3.9454746634055025,0.17946741777663222
Reinforcement_Diameter_mm,10.0,13,20.0,22.0,0.3134904289744377,0.2987553548972416,0.3080009999999999,-4.70032661775381,1.782276347946199,3.001823079392057,1.219546731445858
Reinforcement_Diameter_mm,10.0,14,16.0,17.6,0.055136223558347255,0.056720737462132576,0.052001,2.8738165248269625,6.029160128357641,9.076243653261624,3.047083524903983
Reinforcement_Diameter_mm,10.0,15,16.0,17.6,0.13555278738176288,0.1438251475109404,0.137001,6.102685373691152,1.0570817864374218,4.98109321168486,3.9240114252474383
Reinforcement_Diameter_mm,10.0,16,20.0,22.0,0.380202359391613,0.37085118420043617,0.3600009999999999,-2.459525818340601,5.611473132467163,3.0139316836442864,-2.5975414488228763
Reinforcement_Diameter_mm,10.0,17,20.0,22.0,0.321926346274652,0.3300549390077972,0.3500009999999999,2.524985241875879,8.021306717794493,5.698858286748525,-2.3224484310459683
Reinforcement_Diameter_mm,10.0,18,16.0,17.6,0.09083998274249505,0.1017883073321712,0.085001,12.05231909908159,6.869310646339525,19.74954098442514,12.880230338085614
Reinforcement_Diameter_mm,10.0,19,14.0,15.400000000000002,0.2710360597582249,0.2711669748904212,0.200001,0.0483017397437982,35.51735229235099,35.58280953116293,0.06545723881193766
Reinforcement_Diameter_mm,10.0,20,20.0,22.0,0.11182121349170218,0.09378164825245475,0.191001,-16.132507129862333,41.4551685636713,50.89991766930291,9.444749105631608
Reinforcement_Diameter_mm,10.0,21,14.0,15.400000000000002,0.3052649179485576,0.3014537400705102,0.256001,-1.2484821065123706,19.243642778175715,17.754907234936663,-1.488735543239052
Reinforcement_Diameter_mm,10.0,22,20.0,22.0,0.11182121349170218,0.09378164825245475,0.139001,-16.132507129862333,19.553662569548298,32.53167369122903,12.978011121680733
Reinforcement_Diameter_mm,10.0,23,16.0,17.6,0.20017119692634183,0.18403562213140764,0.216001,-8.060887401733272,7.328578605496348,14.798717537693046,7.470138932196697
Reinforcement_Diameter_mm,10.0,24,20.0,22.0,0.3891749205539696,0.39606148996442464,0.4750009999999999,1.7695306266530102,18.068610265247923,16.618809231049045,-1.4498010341988774
Reinforcement_Diameter_mm,10.0,25,16.0,17.6,0.07067466925325813,0.07644005862453125,0.094001,8.157646059316127,24.81498148609256,18.681653786096692,-6.133327699995867
Reinforcement_Diameter_mm,10.0,26,20.0,22.0,0.321926346274652,0.3300549390077972,0.235001,2.524985241875879,36.98935165154702,40.44831256369004,3.45896091214302
Reinforcement_Diameter_mm,10.0,27,16.0,17.6,0.0878354815924024,0.09996062600291909,0.111001,13.804380861464413,20.869648388390736,9.946193274908254,-10.923455113482483
Reinforcement_Diameter_mm,10.0,28,16.0,17.6,0.08854839416904203,0.09852659932439209,0.065001,11.268646087811945,36.22620293386568,51.57705162134749,15.350848687481815
Reinforcement_Diameter_mm,10.0,29,20.0,22.0,0.303142062555608,0.3017388246980523,0.242001,-0.4628977733165243,25.264797482493044,24.684949524197133,-0.5798479582959111
Reinforcement_Diameter_mm,10.0,30,16.0,17.6,0.20017119692634183,0.18403562213140764,0.247001,-8.060887401733272,18.95935768424345,25.491952610957995,6.532594926714545
Reinforcement_Diameter_mm,10.0,31,16.0,17.6,0.08854839416904203,0.09852659932439209,0.075001,11.268646087811945,18.062951386037565,31.36704753855561,13.304096152518046
Reinforcement_Diameter_mm,10.0,32,16.0,17.6,0.217276126113634,0.19325824371302736,0.243001,-11.054082576953462,10.586324289351069,20.470185837495585,9.883861548144516
Reinforcement_Diameter_mm,10.0,33,20.0,22.0,0.2790020036464555,0.2795132076815605,0.313001,0.18322593688352237,10.862264450766764,10.698940999689926,-0.1633234510768382
Reinforcement_Diameter_mm,10.0,34,20.0,22.0,0.37232587549993273,0.3818622280292515,0.3460009999999999,2.561291910349783,7.608323530837439,10.3644868162958,2.756163285458361
Water_Cement_Ratio,-10.0,0,0.315,0.315,0.5435466844844884,0.5394235819250307,0.4820009999999999,-0.7585553692353275,12.768787717139283,11.913374023089332,-0.8554136940499504
Water_Cement_Ratio,-10.0,1,0.315,0.315,0.2431976931074724,0.24447553474303896,0.228001,0.5254332881364339,6.665187041930694,7.225641441501988,0.5604543995712943
Water_Cement_Ratio,-10.0,2,0.36000000000000004,0.36000000000000004,0.34481258947472704,0.3281681562378429,0.225001,-4.827095571608788,53.24935865828464,45.85186565297172,-7.397493005312924
Water_Cement_Ratio,-10.0,3,0.405,0.405,0.11182121349170218,0.12339961404166583,0.124001,10.354386424918232,9.822329262100965,0.48498476490848613,-9.337344497192479
Water_Cement_Ratio,-10.0,4,0.405,0.405,0.11182121349170218,0.12339961404166583,0.043001,10.354386424918232,160.04328618334966,186.96917290682967,26.925886723480005
Water_Cement_Ratio,-10.0,5,0.405,0.405,0.11182121349170218,0.12339961404166583,0.047001,10.354386424918232,137.91241354801426,162.54678419962517,24.634370651610908
Water_Cement_Ratio,-10.0,6,0.396,0.396,0.15796835139928075,0.16292352607154212,0.129001,3.1368148292797375,22.45513709140297,26.29632799090093,3.8411908994979598
Water_Cement_Ratio,-10.0,7,0.405,0.405,0.08911383572510151,0.06559571874130221,0.064001,-26.391094932046265,39.238192723709794,2.491709100330009,-36.74648362337979
Water_Cement_Ratio,-10.0,8,0.405,0.405,0.11182121349170218,0.12339961404166583,0.230001,10.354386424918232,51.382292471901344,46.34822716350545,-5.0340653083958955
Water_Cement_Ratio,-10.0,9,0.36000000000000004,0.36000000000000004,0.380202359391613,0.3487865491478988,0.4750009999999999,-8.26291827698932,19.95756653320454,26.571407397479398,6.613840864274856
Water_Cement_Ratio,-10.0,10,0.36000000000000004,0.36000000000000004,0.321926346274652,0.32081718368063805,0.4300009999999999,-0.34453924223637855,25.133581951053124,25.391526140488484,0.25794418943536
Water_Cement_Ratio,-10.0,11,0.27,0.27,0.31947808965114904,0.3253937602775853,0.3480009999999999,1.8516670839292402,8.196215053649517,6.496314585996759,-1.6999004676527587
Water_Cement_Ratio,-10.0,12,0.387,0.387,0.26356669606396976,0.25070609547197825,0.254001,-4.879448270228398,3.7660072456288702,1.2972014000030414,-2.4688058456258286
Water_Cement_Ratio,-10.0,13,0.36000000000000004,0.36000000000000004,0.3134904289744377,0.31893926514511256,0.3080009999999999,1.7381188282208064,1.782276347946199,3.551373256941585,1.7690969089953859
Water_Cement_Ratio,-10.0,14,0.405,0.405,0.055136223558347255,0.05899169734504012,0.052001,6.992633042074149,6.029160128357641,13.443390213726888,7.414230085369247
Water_Cement_Ratio,-10.0,15,0.369,0.369,0.13555278738176288,0.14385581117857688,0.137001,6.125306574058008,1.0570817864374218,5.0034752874627655,3.9463935010253435
Water_Cement_Ratio,-10.0,16,0.36000000000000004,0.36000000000000004,0.380202359391613,0.3487865491478988,0.3600009999999999,-8.26291827698932,5.611473132467163,3.1151165835931294,-2.4963565488740334
Water_Cement_Ratio,-10.0,17,0.36000000000000004,0.36000000000000004,0.321926346274652,0.32081718368063805,0.3500009999999999,-0.34453924223637855,8.021306717794493,8.338209410647927,0.316902692853434
Water_Cement_Ratio,-10.0,18,0.378,0.378,0.09083998274249505,0.09033177609252163,0.085001,-0.5594526051529948,6.869310646339525,6.271427503819531,-0.5978831425199935
Water_Cement_Ratio,-10.0,19,0.315,0.315,0.2710360597582249,0.274551619475744,0.200001,1.2970819162052172,35.51735229235099,37.275123362255194,1.7577710699042015
Water_Cement_Ratio,-10.0,20,0.405,0.405,0.11182121349170218,0.12339961404166583,0.191001,10.354386424918232,41.4551685636713,35.39321048493682,-6.061958078734477
Water_Cement_Ratio,-10.0,21,0.49500000000000005,0.49500000000000005,0.3052649179485576,0.2958240760129459,0.256001,-3.09267176819926,19.243642778175715,15.5558283026027,-3.687814475573015
Water_Cement_Ratio,-10.0,22,0.405,0.405,0.11182121349170218,0.12339961404166583,0.139001,10.354386424918232,19.553662569548298,11.223937927305691,-8.329724642242606
Water_Cement_Ratio,-10.0,23,0.396,0.396,0.20017119692634183,0.15955428713357325,0.216001,-20.291086038574583,7.328578605496348,26.132616453825097,18.804037848328747
Water_Cement_Ratio,-10.0,24,3.6,3.6,0.3891749205539696,0.39286920403965814,0.4750009999999999,0.9492604200779164,18.068610265247923,17.29086801087614,-0.777742254371784
Water_Cement_Ratio,-10.0,25,0.369,0.369,0.07067466925325813,0.08169318449567947,0.094001,15.590473020732787,24.81498148609256,13.093281459048873,-11.721700027043687
Water_Cement_Ratio,-10.0,26,0.36000000000000004,0.36000000000000004,0.321926346274652,0.32081718368063805,0.235001,-0.34453924223637855,36.98935165154702,36.51736957742225,-0.47198207412476734
Water_Cement_Ratio,-10.0,27,0.378,0.378,0.0878354815924024,0.08818708015468708,0.111001,0.4002921779563605,20.869648388390736,20.5528957805001,-0.31675260789063486
Water_Cement_Ratio,-10.0,28,0.378,0.378,0.08854839416904203,0.09015274306513368,0.065001,1.8118328526984824,36.22620293386568,38.69439403260515,2.4681910987394744
Water_Cement_Ratio,-10.0,29,0.36000000000000004,0.36000000000000004,0.303142062555608,0.31007331189208376,0.242001,2.286469016553684,25.264797482493044,28.128938265578974,2.8641407830859293
Water_Cement_Ratio,-10.0,30,0.396,0.396,0.20017119692634183,0.15955428713357325,0.247001,-20.291086038574583,18.95935768424345,35.40338414274709,16.444026458503643
Water_Cement_Ratio,-10.0,31,0.378,0.378,0.08854839416904203,0.09015274306513368,0.075001,1.8118328526984824,18.062951386037565,20.202054726115232,2.139103340077668
Water_Cement_Ratio,-10.0,32,0.396,0.396,0.217276126113634,0.15899103630643185,0.243001,-26.8253539170334,10.586324289351069,34.571859248961175,23.985534959610106
Water_Cement_Ratio,-10.0,33,0.45,0.45,0.2790020036464555,0.30128347715483655,0.313001,7.986133868993855,10.862264450766764,3.7436055620152717,-7.118658888751492
Water_Cement_Ratio,-10.0,34,0.36000000000000004,0.36000000000000004,0.37232587549993273,0.3576251481756267,0.3460009999999999,-3.94834962908956,7.608323530837439,3.3595706878381257,-4.2487528429993136
